x,y
1.76588090776292,-8.314426778183153
6.483456200971951,-3.332369407246804
-8.48019663453335,0.0676551935066162
4.7066416060833305,7.349469977910922
4.502446261869799,-8.135969810419107
-1.9433896408600437,6.426178616040156
-1.0946627025941185,6.80043646342228
-3.713501444581992,-9.12739355604589
0.43124812057084827,4.989679081814
5.615461274961527,1.1270500677131503
3.5979800504529154,-2.9785111468547574
-1.4268208136396552,-1.9126004510474128
4.941535477661515,0.04135559820557826
0.5440339636974154,-1.4702063490112194
2.4560994334141584,-2.36931783933315
-3.0779550083932294,5.637320316622309
-9.05793214695465,2.351813098071653
-1.1844917344027217,0.1757854304165439
1.0126007765897806,8.949156004852624
0.46199280348271937,-0.3701346539952618
8.87998039983146,0.41197379524893246
-1.6463655472815628,-3.993276926498646
5.296735701423794,-1.1013677723370874
-1.93247152589459,4.107165905557968
-1.047594378999795,-4.112538553395761
0.9167077770217006,-1.1164021181082553
-5.368949165891821,4.618541446757092
-5.307957853943385,-0.24971416592632267
0.804738224733812,7.3668948254368445
-1.4376084130973963,4.294665797928631
-1.9704705080290132,5.503541656304997
-4.129163448198913,-2.9901114745813113
-5.418327054870001,1.1279073034818288
6.67037997488147,-2.2887552327264657
-1.0626865301821236,-0.30907444766549946
-6.188427399041599,2.270950786628552
-4.179415124995819,5.601650425835057
6.606296961786953,-0.232995844656469
-2.179005073207201,-4.876281833451498
-4.1499052565862895,-0.5923701069968479
-0.39692660555582393,-2.4393810576714836
0.011628710807254628,-7.34070933695373
1.5492497995530456,7.285160833188841
1.854328059011676,2.6438314589516305
-8.046000278158678,3.2989326700800494
4.821886346039045,-6.971364338333155
-7.9759466671839325,0.7239653511269112
-7.3516959122753525,-0.8139752665741017
3.35940479478186,1.2039858337745843
-7.26199254030148,-0.16858599648614853
-1.556736796315252,4.883891720823817
1.522833702028409,-1.146793852189126
0.3094841545963288,-4.034014225638029
-4.2421120735547895,-4.024036084734333
7.779758136702225,-3.379978267761767
-0.49167232628238916,-4.649865707059674
-0.0986410855129541,3.4546647061863935
0.9980461407231958,-0.9764732140778859
0.9281266821449831,-2.843580107100658
-5.1235637579167355,-5.824539741327067
6.24968864071989,4.761609365481636
3.2840798460177414,-1.138671118299512
-2.6131878776561233,-3.4133283521580293
-0.8252421937289393,0.9614608362804001
3.9356661861879383,-3.175613650119662
-3.5880945744429575,2.1426318470835914
1.4077191644109135,3.0991411855180697
-1.4986431432654967,1.5310835130905522
-6.399414382742245,-5.258180243247604
-0.32959157082305984,1.2817908564711176
-3.0314649539550014,2.91464552433292
-5.245049129109626,-4.932914469216269
8.560427677092036,-3.737223332829239
-7.456818197077418,5.060488617611107
4.128997569592819,1.3267072960096167
0.17238685819488464,-3.1490419526795987
2.619227054245585,6.103301770903
-3.7228259210680616,2.769074909347529
-2.9391778132106032,-7.46850554704469
-3.537354608486712,5.276853845967089
-5.615755760662475,4.214597868977928
-3.5750791154339128,-1.4948166302592616
-8.532670352160858,1.4349221273404507
-9.16958695261314,0.31443603658169533
-3.3213597981972467,-4.994573989819394
1.5154186476449514,2.079896300855481
5.309757998514457,-6.544668949334942
-2.4606683506038105,-2.0332324974371385
5.286481490637524,0.9340732906825548
-0.7007796009573722,4.745035143231211
4.532186286203449,-8.503220858125033
-1.7731500658356836,-4.922714672676184
-1.4729287007777616,3.545739443249904
8.924846742734546,-1.6493919541386344
1.3994388540618552,-2.8623826046953385
-0.2994962388201618,0.13501870513895411
-2.5584073929335833,-1.2789996931717678
-0.33327664350079883,-0.21171573823050474
-2.5544525809581278,0.29612654737856553
-6.798095525060906,-3.1467708110979262
4.372902462811591,-2.4350751741035332
5.5078053310450645,-1.6329695851531156
-0.24410975644195748,-0.041719047185085935
2.0607690932202694,0.8413722885636343
-0.4158564235401546,1.4380591233691995
7.05079641995086,6.589100808470131
-4.869339908680708,-1.9062852968254553
-5.6561456610601235,-1.8779928581323975
-1.2268668495524624,-1.07876062569245
2.4087098675867464,-6.403188715235634
-9.46279517819851,2.957500131698188
8.778158502938698,3.517522837067274
-4.079225503414639,-1.8816590505312458
-1.306228236139402,-3.3529335134833156
0.5769988942811527,-3.3739787082982873
4.171017327099063,-1.6925156903377827
2.3836300000540067,-2.50495887756311
1.5639399085090475,0.5738063022032961
5.5169518766652725,6.21608568209377
8.18378782384563,2.524593841528654
0.9299247316257974,-0.5775961798210489
0.15563764909989913,-1.7450302172795136
-1.6538978652596033,-7.163295752365642
-2.888604873246106,2.223812071357243
-3.4603881413025985,-1.9564092062474039
-1.6041027469527835,-5.116149860336082
-3.262986144861626,-0.6662532669036426
8.118238961396875,4.3245443378127915
-8.396261404919807,-3.360355399979929
-3.4106106949025925,5.742915889901174
-8.191049912497368,-1.7676510655047255
-1.728023607311427,1.1093933403160645
5.6866646387534185,-4.148551783975411
-7.140221673263342,1.382891662570624
-0.2784731328802248,-0.4951363051244802
-0.23665765212381035,1.41898005655162
-2.139790262677746,9.64249494526322
-0.11311286633481824,1.7973147326180487
-1.9671347873851561,5.546892500097286
-5.032347996297679,5.317592544894396
2.7555827767667607,1.7841371378151565
-0.17377481331921285,-0.008867882447428135
0.5484817237730087,0.26405085590828187
-0.6381662767151867,5.6787198491995925
1.4020669439060052,4.335991829577449
-5.102606601826251,-3.0857504589905997
-8.189441782680502,-0.6903491755608411
-1.6882631639294334,5.500882194700345
-8.82755574111727,2.7219306461437585
0.9943830969792388,-3.173356760572263
-5.9679688055282005,7.749882695409227
-9.65048815107517,1.7173404797283545
2.3366551358130194,5.801889224407282
2.9925648650975916,1.2243307447238632
1.8850975909091945,4.576068830039872
1.377176653106481,-5.441522563937139
1.6878569263327265,-6.548522949175641
0.18255014163256314,-0.2639315523613497
9.39802293371831,2.5175528523172517
1.836030409272967,9.112225865938154
-0.24811115651763127,-2.9610707521621014
1.7053765441525923,-0.827413014798776
4.89660048124047,-5.689423510861025
2.599496889018954,4.4409156754705865
4.224255735802632,4.338479716893758
0.14937290853490962,1.647367718506905
-5.286926500660803,2.067798842878812
4.472333769793607,1.466248012083
3.1407596074234503,2.3428551523473478
-1.2611985623947097,5.829996388562565
0.2019256913044172,0.5744531823201866
0.20029214003514406,-0.7665190652686749
-3.738853109998908,1.8683116985856123
-2.5465551176747243,-3.1308280824953947
-0.7086311052158653,-4.520366981916102
-2.2046826492532756,2.014145208686216
3.106170781709286,0.5995522195299765
-5.077743753576198,-7.829115494359853
-3.9391362140322634,-3.303752740901954
8.79160551521109,1.8174100978604875
-4.610718227412516,-3.950636027233108
-0.9193206948014524,6.135970422096075
2.6942521210651593,6.813702151390386
0.9798374736185405,1.2910279341714164
-0.5779487845509251,-2.4070623305286207
0.2043474026411129,-8.702355418462167
-4.091158876515082,-4.939899585734807
0.24367419536995863,0.016134420602121637
-4.431500651637833,-2.4166695980004773
-0.934208588015263,6.6365059536430975
8.885909984831061,-1.275916096856721
0.27408781862870685,-0.32147494186501996
-1.1998346839264737,1.6919726337053886
5.108277510321717,-1.6794317239350869
0.13581408091175468,4.390638178586683
-5.388423153731103,-6.429172063632291
2.5570058229016412,-8.93297825569291
0.44002418144736616,-9.751711795246319
-1.0437636509004091,-0.040208545076470995
-9.57679210702094,-1.2063289784818543
8.01473745066323,-14.573501472127829
-14.268995310524254,-9.293925039992523
-4.52455473284173,16.35817954611504
-6.59461342147733,-16.215334760222888
11.03362369364721,-12.089018975669601
17.18369848793426,2.1241755030744245
17.59618794198406,-7.667198456899964
-4.067831351543486,15.844277293654452
-16.387589950338597,-4.78496636654961
13.641572452926782,-12.958947390007609
1.3510044261824952,16.445240541640874
-15.687110001801564,-4.315282086479802
11.725126909553722,-12.819811152135985
0.2254538307144387,16.209149191706665
16.343150853840083,3.573212571401658
0.49446984008913497,-15.641238402839113
-16.788739304608917,-1.264805305431159
-0.7937448475925528,15.213419566794911
13.243151891770962,-10.697091982430162
-14.499015512120424,-5.021685676052951
1.2237969218689757,15.728263861150069
-13.25274972677743,-8.517314152613912
